Barcode,Physical Location,Title,Enumeration,Content Type,Filename,Date published,Notes
,Cushing,Texas Aggie,v.76:no.5,Text,,1995-08,
,Cushing,Texas Aggie,v.76:no.6,Text,,1995-10,
,Cushing,Texas Aggie,v.76:no.7,Text,,1995-11,
,Cushing,Texas Aggie,v.76:no.8,Text,,1995-12,
A14821105040,Evans,Texas Aggie,v.77:no.1-4,Text,,1996,"Bound copy, contains no. 1-4"
A14820726233,Evans,Texas Aggie,v.77:no.5-8,Text,,1996,"Bound copy, contains no. 5-8"
,Cushing,Texas Aggie,v.77:no.1,Text,,1996-01,
,Cushing,Texas Aggie,v.77:no.2,Text,,1996-03,
,Cushing,Texas Aggie,v.77:no.3,Text,,1996-04,
,Cushing,Texas Aggie,v.77:no.4,Text,,1996-06,
,Cushing,Texas Aggie,v.77:no.5,Text,,1996-08,
,Cushing,Texas Aggie,v.77:no.6,Text,,1996-10,
,Cushing,Texas Aggie,v.77:no.7,Text,,1996-11,
,Cushing,Texas Aggie,v.77:no.8,Text,,1996-12,
A14822506697,Evans,Texas Aggie,v.78:no.1-4,Text,,1997,"Bound copy, contains no. 1-4"
A14822506744,Evans,Texas Aggie,v.78:no.5-8,Text,,1997,"Bound copy, contains no. 5-8"
,Cushing,Texas Aggie,v.78:no.1,Text,,1997-01,
,Cushing,Texas Aggie,v.78:no.2,Text,,1997-03,
,Cushing,Texas Aggie,v.78:no.3,Text,,1997-04,
,Cushing,Texas Aggie,v.78:no.4,Text,,1997-06,
,Cushing,Texas Aggie,v.78:no.5,Text,,1997-08,
,Cushing,Texas Aggie,v.78:no.6,Text,,1997-10,"printed no.4, cataloged as no.6"
,Cushing,Texas Aggie,v.78:no.7,Text,,1997-11,
,Cushing,Texas Aggie,v.78:no.8,Text,,1997-12,
A14825272116,Evans,Texas Aggie,v.79:no.1-4,Text,,1998,"Bound copy, contains no. 1-4"
A14825272166,Evans,Texas Aggie,v.79:no.5-8,Text,,1998,"Bound copy, contains no. 5-8"
,Cushing,Texas Aggie,v.79:no.1,Text,,1998-01,
,Cushing,Texas Aggie,v.79:no.2,Text,,1998-03,
,Cushing,Texas Aggie,v.79:no.3,Text,,1998-04,
,Cushing,Texas Aggie,v.79:no.4,Text,,1998-06,
,Cushing,Texas Aggie,v.79:no.5,Text,,1998-08,
,Cushing,Texas Aggie,v.79:no.6,Text,,1998-10,
,Cushing,Texas Aggie,v.79:no.7,Text,,1998-11,
,Cushing,Texas Aggie,v.79:no.8,Text,,1998-12,
A14826390543,Evans,Texas Aggie,v.80:no.1-4,Text,,1999,"Bound copy, contains no. 1-4"
A14826390585,Evans,Texas Aggie,v.80:no.5-8,Text,,1999,"Bound copy, contains no. 5-8"
,Cushing,Texas Aggie,v.80:no.1,Text,,1999-01,
,Cushing,Texas Aggie,v.80:no.2,Text,,1999-03,
,Cushing,Texas Aggie,v.80:no.3,Text,,1999-04,
,Cushing,Texas Aggie,v.80:no.4,Text,,1999-06,
,Cushing,Texas Aggie,v.80:no.5,Text,,1999-08,
,Cushing,Texas Aggie,v.80:no.6,Text,,1999-10,
,Cushing,Texas Aggie,v.80:no.7,Text,,1999-11,
,Cushing,Texas Aggie,v.80:no.8,Text,,1999-12,
,Cushing,Texas Aggie,Special Bonfire Memorial Issue,Text,,1999-12,2 copies
A14828594339,Evans,Texas Aggie,v.81:no.1-4,Text,,2000,"Bound copy, contains no. 1-4"
A14828594347,Evans,Texas Aggie,v.81:no.7-8,Text,,2000,"Bound copy, contains no. 7-8"
,Cushing,Texas Aggie,v.81:no.1,Text,,2000-01,
,Cushing,Texas Aggie,v.81:no.2,Text,,2000-03,
,Cushing,Texas Aggie,v.81:no.3,Text,,2000-04,
,Cushing,Texas Aggie,v.81:no.4,Text,,2000-06,
,Cushing,Texas Aggie,v.81:no.5,Text,,2000-08,
,Cushing,Texas Aggie,v.81:no.6,Text,,2000-10,
,Cushing,Texas Aggie,v.81:no.7,Text,,2000-11,
,Cushing,Texas Aggie,v.81:no.8,Text,,2000-12,
A14828599630,Evans,Texas Aggie,v.82:no.1-3,Text,,2001,"Bound copy, contains no. 1-3"
A14828599672,Evans,Texas Aggie,v.82:no.5-6,Text,,2001,"Bound copy, contains no. 5-6"
,Cushing,Texas Aggie,v.82:no.1,Text,,2001-01,Begin published every two months? 6 issues per year
,Cushing,Texas Aggie,v.82:no.2,Text,,2001-03,
,Cushing,Texas Aggie,v.82:no.3,Text,,2001-05,
,Cushing,Texas Aggie,v.82:no.4,Text,,2001-07,
,Cushing,Texas Aggie,v.82:no.5,Text,,2001-09,
,Cushing,Texas Aggie,v.82:no.6,Text,,2001-11,
A14830964304,Evans,Texas Aggie,v.83:no.1-3,Text,,2002,"Bound copy, contains no. 1-3"
A14830965855,Evans,Texas Aggie,v.83:no.5-6,Text,,2002,"Bound copy, contains no. 5-6"
,Cushing,Texas Aggie,v.83:no.1,Text,,2002-01,
,Cushing,Texas Aggie,v.83:no.2,Text,,2002-03,
,Cushing,Texas Aggie,v.83:no.3,Text,,2002-05,
,Cushing,Texas Aggie,v.83:no.4,Text,,2002-07,
,Cushing,Texas Aggie,v.83:no.5,Text,,2002-09,
,Cushing,Texas Aggie,v.83:no.6,Text,,2002-11,
A14832213775,Evans,Texas Aggie,v.84:no.1-5,Text,,2003,"Bound copy, contains no. 1-5"
A14833718176,Evans,Texas Aggie,v.84:no.6,Text,,2003,Bound copy
,Cushing,Texas Aggie,v.84:no.1,Text,,2003-01,
,Cushing,Texas Aggie,v.84:no.2,Text,,2003-03,
,Cushing,Texas Aggie,v.84:no.3,Text,,2003-05,
,Cushing,Texas Aggie,v.84:no.4,Text,,2003-07,
,Cushing,Texas Aggie,v.84:no.5,Text,,2003-09,
,Cushing,Texas Aggie,v.84:no.6,Text,,2003-11,
A14832867825,Evans,Texas Aggie,v.85:no.1-3,Text,,2004,Bound copy. contains no. 1-3
A14832863457,Evans,Texas Aggie,v.85:no.4-6,Text,,2004,"Bound copy, contains, no.4-6"
,Cushing,Texas Aggie,v.85:no.1,Text,,2004:Jan./Feb.,
,Cushing,Texas Aggie,v.85:no.2,Text,,2004:Mar./Apr.,
A1485292647F,Cushing,Texas Aggie,v.85:no.3,Text,,2004:May/June,reshelving area in 207
,Cushing,Texas Aggie,v.85:no.3,Text,,2004:May/June,
,Cushing,Texas Aggie,v.85:no.4,Text,,2004:July/Aug.,
,Cushing,Texas Aggie,v.85:no.5,Text,,2004:Sept./Oct.,2 copies. 125th commemorative issue.
,Cushing,Texas Aggie,v.85:no.6,Text,,2004:Nov./Dec.,
A14834659668,Evans,Texas Aggie,v.86:no.1-3,Text,,2005,Bound copy. contains no. 1-3
A14834659707,Evans,Texas Aggie,v.86:no.4-6,Text,,2005,"Bound copy, contains, no.4-6"
,Cushing,Texas Aggie,v.86:no.1,Text,,2005:Jan./Feb.,
,Cushing,Texas Aggie,v.86:no.2,Text,,2005:Mar./Apr.,
,Cushing,Texas Aggie,v.86:no.3,Text,,2005:May/June,
,Cushing,Texas Aggie,v.86:no.4,Text,,2005:July/Aug.,
,Cushing,Texas Aggie,v.86:no.5,Text,,2005:Sept./Oct.,
,Cushing,Texas Aggie,v.86:no.6,Text,,2005:Nov./Dec.,
A14836453474,Evans,Texas Aggie,v.87:no.1-3,Text,,2006,Bound copy. contains no. 1-3; missing 4
A14836453513,Evans,Texas Aggie,v.87:no.5-6,Text,,2006,"Bound copy, contains, no. 5-6"
,Cushing,Texas Aggie,v.87:no.1,Text,,2006:Jan./Feb.,
,Cushing,Texas Aggie,v.87:no.2,Text,,2006:Mar./Apr.,
,Cushing,Texas Aggie,v.87:no.3,Text,,2006:May/June,
,Cushing,Texas Aggie,v.87:no.4,Text,,2006:July/Aug.,2 copies
,Cushing,Texas Aggie,v.87:no.5,Text,,2006:Sept./Oct.,
,Cushing,Texas Aggie,v.87:no.6,Text,,2006:Nov./Dec.,
A14837289454,Evans,Texas Aggie,v.88:no.1-3,Text,,2007,Bound copy. contains no. 1-3; missing 4
A14837289705,Evans,Texas Aggie,v.88:no.5-6,Text,,2007,"Bound copy, contains, no. 5-6"
,Cushing,Texas Aggie,v.88:no.1,Text,,2007:Jan./Feb.,
,Cushing,Texas Aggie,v.88:no.2,Text,,2007:Mar./Apr.,
,Cushing,Texas Aggie,v.88:no.3,Text,,2007:May/June,
,Cushing,Texas Aggie,v.88:no.4,Text,,2007:July/Aug.,
,Cushing,Texas Aggie,v.88:no.5,Text,,2007:Sept./Oct.,spine says July-Aug. but it is Sept./Oct.
,Cushing,Texas Aggie,v.88:no.6,Text,,2007:Nov./Dec.,
A14834772474,Evans,Texas Aggie,v.89:no.1-3,Text,,2008,"Bound copy, contains no. 1-3"
A14838922322,Evans,Texas Aggie,v.89:no.4-5,Text,,2008,"Bound copy, contains, no. 4-5; missing 6"
,Cushing,Texas Aggie,v.89:no.1,Text,,2008:Jan./Feb.,
,Cushing,Texas Aggie,v.89:no.2,Text,,2008:Mar./Apr.,
,Cushing,Texas Aggie,v.89:no.3,Text,,2008:May/June,
,Cushing,Texas Aggie,v.89:no.4,Text,,2008:July/Aug.,2 copies
,Cushing,Texas Aggie,v.89:no.5,Text,,2008:Sept./Oct.,2 copies
,Cushing,Texas Aggie,v.89:no.6,Text,,2008:Nov./Dec.,2 copies
A14838922534,Evans,Texas Aggie,v.90:no.1-3,Text,,2009,"Bound copy, contains no. 1-3"
A14839119061,Evans,Texas Aggie,v.90:no.4-6,Text,,2009,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.90:no.1,Text,,2009:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.90:no.2,Text,,2009:Mar./Apr.,2 copies
,Cushing,Texas Aggie,v.90:no.3,Text,,2009:May/June,2 copies
,Cushing,Texas Aggie,v.90:no.4,Text,,2009:July/Aug.,2 copies
,Cushing,Texas Aggie,v.90:no.5,Text,,2009:Sept./Oct.,2 copies
,Cushing,Texas Aggie,v.90:no.6,Text,,2009:Nov./Dec.,2 copies
A14839119304,Evans,Texas Aggie,v.91:no.1-3,Text,,2010,"Bound copy, contains no. 1-3"
A14839667852,Evans,Texas Aggie,v.91:no.4-6,Text,,2010,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.91:no.1,Text,,2010:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.91:no.2,Text,,2010:Mar./Apr.,2 copies
,Cushing,Texas Aggie,v.91:no.3,Text,,2010:May/June,2 copies
,Cushing,Texas Aggie,v.91:no.4,Text,,2010:July/Aug.,2 copies
,Cushing,Texas Aggie,v.91:no.5,Text,,2010:Sept./Oct.,2 copies
,Cushing,Texas Aggie,v.91:no.6,Text,,2010:Nov./Dec.,2 copies
A14839667909,Evans,Texas Aggie,v.92:no.1-3,Text,,2011,"Bound copy, contains no. 1-3"
A14839667959,Evans,Texas Aggie,v.92:no.4-6,Text,,2011,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.92:no.1,Text,,2011:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.92:no.2,Text,,2011:Mar./Apr.,2 copies
,Cushing,Texas Aggie,v.92:no.3,Text,,2011:May/June,2 copies
,Cushing,Texas Aggie,v.92:no.4,Text,,2011:July/Aug.,2 copies
,Cushing,Texas Aggie,v.92:no.5,Text,,2011:Sept./Oct.,2 copies
,Cushing,Texas Aggie,v.92:no.6,Text,,2011:Nov./Dec.,2 copies
A14842299563,Evans,Texas Aggie,v.93:no.1-3,Text,,2012,"Bound copy, contains no. 1-3"
A14842299555,Evans,Texas Aggie,v.93:no.4-6,Text,,2012,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.93:no.1,Text,,2012:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.93:no.2,Text,,2012:Mar./Apr.,2 copies
,Cushing,Texas Aggie,v.93:no.3,Text,,2012:May/June,need. AFS has copy?
,Cushing,Texas Aggie,v.93:no.4,Text,,2012:July/Aug.,2 copies
,Cushing,Texas Aggie,v.93:no.5,Text,,2012:Sept./Oct.,2 copies
,Cushing,Texas Aggie,v.93:no.6,Text,,2012:Nov./Dec.,3 copies
A14842299548,Evans,Texas Aggie,v.94:no.1-3,Text,,2013,"Bound copy, contains no. 1-3"
A14842299530,Evans,Texas Aggie,v.94:no.4-6,Text,,2013,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.94:no.1,Text,,2013:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.94:no.2,Text,,2013:Mar./Apr.,2 copies
,Cushing,Texas Aggie,v.94:no.3,Text,,2013:May/June,2 copies
,Cushing,Texas Aggie,v.94:no.4,Text,,2013:July/Aug.,3 copies
,Cushing,Texas Aggie,v.94:no.5,Text,,2013:Sept./Oct.,2 copies
,Cushing,Texas Aggie,v.94:no.6,Text,,2013:Nov./Dec.,2 copies
A14843052961,Evans,Texas Aggie,v.95:no.1-3,Text,,2014,"Bound copy, contains no. 1-3"
A14843052979,Evans,Texas Aggie,v.95:no.4-6,Text,,2014,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.95:no.1,Text,,2014:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.95:no.2,Text,,2014:Mar./Apr.,2 copies
,Cushing,Texas Aggie,v.95:no.3,Text,,2014:May/June,2 copies
,Cushing,Texas Aggie,v.95:no.4,Text,,2014:July/Aug.,2 copies
,Cushing,Texas Aggie,v.95:no.5,Text,,2014:Sept./Oct.,2 copies
,Cushing,Texas Aggie,v.95:no.6,Text,,2014:Nov./Dec.,
A14843484651,Evans,Texas Aggie,v.96:no.1-3,Text,,2015,"Bound copy, contains no. 1-3"
A14843484669,Evans,Texas Aggie,v.96:no.4-6,Text,,2015,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.96:no.1,Text,,2015:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.96:no 2,Text,,2015:Mar./Apr.,2 copies
,Cushing,Texas Aggie,v.96:no 3,Text,,2015:May/June,
,Cushing,Texas Aggie,v.96:no.4,Text,,2015:July/Aug.,2 copies
,Cushing,Texas Aggie,v.96:no.5,Text,,2015:Sept./Oct.,
,Cushing,Texas Aggie,v.96:no.6,Text,,2015:Nov./Dec.,2 copies
A14850090946,Evans,Texas Aggie,v.97:no.1-3,Text,,2016,"Bound copy, contains no. 1-3"
A14850091068,Evans,Texas Aggie,v.97:no.4-6,Text,,2016,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.97:no.1,Text,,2016:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.97:no.2,Text,,2016:Mar./Apr.,2 copies
,Cushing,Texas Aggie,v.97:no.3,Text,,2016:May/June,2 copies
,Cushing,Texas Aggie,v.97:no.4,Text,,2016:July/Aug.,2 copies
,Cushing,Texas Aggie,v.97:no.5,Text,,2016:Sept./Oct.,2 copies
,Cushing,Texas Aggie,v.97:no.6,Text,,2016:Nov./Dec.,2 copies
A14850418535,Evans,Texas Aggie,v.97-2:no.1,Text,,2017,"Bound copy, no. 1"
A14850374050,Evans,Texas Aggie,v.97-2:no.2-5,Text,,2017,"Bound copy, contains 2-5."
,Cushing,Texas Aggie,v.97-2:no.1,Text,,2017:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.97-2:no.2,Text,,2017:Mar./Apr.,2 copies
,Cushing,Texas Aggie,v.97-2:no.3,Text,,2017:May/June,2 copies
,Cushing,Texas Aggie,v.97-2:no.4,Text,,2017:July/Aug.,
,Cushing,Texas Aggie,v.97-2:no.5,Text,,2017:Sept./Oct.,
,Cushing,Texas Aggie,v.97-2:no.6,Text,,2017:Nov./Dec.,need. AFS has copy?
A14850418543,Evans,Texas Aggie,v.98:no.1-3,Text,,2018,"Bound copy, contains no. 1-3"
A14833739716,Evans,Texas Aggie,v.98:no.4-6,Text,,2018,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.98:no.1,Text,,2018:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.98:no.2,Text,,2018:Mar./Apr.,2 copies
,Cushing,Texas Aggie,v.98:no.3,Text,,2018:May/June,2 copies. 1 copy incorrectly cataloged as no.2
,Cushing,Texas Aggie,v.98:no.4,Text,,2018:July/Aug.,2 copies
,Cushing,Texas Aggie,v.98:no.5,Text,,2018:Sept./Oct.,2 copies
,Cushing,Texas Aggie,v.98:no.6,Text,,2018:Nov./Dec.,2 copies
A14850917817,Evans,Texas Aggie,v.99:no.1-3,Text,,2019,"Bound copy, contains no. 1-3"
A14851465725,Evans,Texas Aggie,v.99:no.4-6,Text,,2019,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.99:no.1,Text,,2019:Jan./Feb.,2 copies
,Cushing,Texas Aggie,v.99:no.2,Text,,2019:Mar./Apr.,
,Cushing,Texas Aggie,v.99:no.3,Text,,2019:May/June,2 copies
,Cushing,Texas Aggie,v.99:no.4,Text,,2019:July/Aug.,2 copies
,Cushing,Texas Aggie,v.99:no.5,Text,,2019:Sept./Oct.,3 copies
,Cushing,Texas Aggie,v.99:no.6,Text,,2019:Nov./Dec.,3 copies
A14851484585,Evans,Texas Aggie,v.100:no.1-3,Text,,2020,"Bound copy, contains no. 1-3"
A14851497934,Evans,Texas Aggie,v.100:no.4-6,Text,,2020,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.100:no.1,Text,,2020:Jan./Feb.,3 copies
,Cushing,Texas Aggie,v.100:no.2,Text,,2020:Apr./Mar.,3 copies
,Cushing,Texas Aggie,v.100:no.3,Text,,2020:May/June,2 copies
,Cushing,Texas Aggie,v.100:no.4,Text,,2020:July/Aug.,3 copies
,Cushing,Texas Aggie,v.100:no.5,Text,,2020:Sept./Oct.,3 copies
,Cushing,Texas Aggie,v.100:no.6,Text,,2020:Nov./Dec.,3 copies
A14851506098,Evans,Texas Aggie,v.101:no.1-3,Text,,2021,"Bound copy, contains no. 1-3"
A14851516972,Evans,Texas Aggie,v.101:no.4-6,Text,,2021,"Bound copy, contains no. 4-6"
,Cushing,Texas Aggie,v.101:no.1,Text,,2021:Jan./Feb.,3 copies
,Cushing,Texas Aggie,v.101:no.2,Text,,2021:Mar./Apr.,3 copies
,Cushing,Texas Aggie,v.101:no.3,Text,,2021:May/June,3 copies. 100 years of Texas Aggie
A14853040563,Cushing,Texas Aggie,v.101:no.4,Text,,2021:July/Aug.,"multiple lines when we had individual barcodes, only within the last few years."
A14853040552,Cushing,Texas Aggie,v.101:no.4,Text,,2021:July/Aug.,
,Cushing,Texas Aggie,v.101:no.4,Text,,2021:July/Aug.,no barcode
,Cushing,Texas Aggie,v.101:no.5,Text,,2021:Sept./Oct.,3 copies
,Cushing,Texas Aggie,v.101:no.6,Text,,2021:Nov./Dec.,3 copies
A14851788183,Evans,Texas Aggie,v.102:no.1-3,Text,,2022,"Bound copy, contains no. 1-3"
A14851810417,Evans,Texas Aggie,v.102:no.4-6,Text,,2022,"Bound copy, contains no. 4-6"
A1485298307E,Cushing,Texas Aggie,v.102:no.1,Text,,2022:Jan./Feb.,
A1485298303A,Cushing,Texas Aggie,v.102:no.1,Text,,2022:Jan./Feb.,
A1485298326F,Cushing,Texas Aggie,v.102:no.1,Text,,2023:Jan./Feb.,not in stacks
A1485298308F,Cushing,Texas Aggie,v.102:no.2,Text,,2022:Mar./Apr.,
A1485298304B,Cushing,Texas Aggie,v.102:no.2,Text,,2022:Mar./Apr.,
,Cushing,Texas Aggie,v.102:no.3,Text,,2022:May/June,need. AFS has copy?
A1485298309G,Cushing,Texas Aggie,v.102:no.4,Text,,2022:July/Aug.,
A1485298305C,Cushing,Texas Aggie,v.102:no.4,Text,,2022:July/Aug.,
A14852983108,Cushing,Texas Aggie,v.102:no.5,Text,,2022:Sept/Oct.,?? no barcode on stacks copy
A14852983119,Cushing,Texas Aggie,v.102:no.6,Text,,2022:Nov./Dec.,?? no barcode on stacks copy
A1485298306D,Cushing,Texas Aggie,v.102:no.6,Text,,2022:Nov./Dec.,
A14852072348,Evans,Texas Aggie,v.103:no.1-3,Text,,2023,"Bound copy, contains no. 1-3"
A14852072330,Evans,Texas Aggie,v.103:no.4-6,Text,,2023,"Bound copy, contains no. 4-6"
A1485298326F,Cushing,Texas Aggie,v.103:no.1,Text,,2023:Jan./Feb.,
A1485303996F,Cushing,Texas Aggie,v.103:no.2,Text,,2023:Mar./Apr.,
A1485303997G,Cushing,Texas Aggie,v.103:no.2,Text,,2023:Mar./Apr.,
A14853040484,Cushing,Texas Aggie,v.103:no.3,Text,,2023:May/June,
A14853040495,Cushing,Texas Aggie,v.103:no.3,Text,,2023:May/June,
A14853040664,Cushing,Texas Aggie,v.103:no.4,Text,,2023:July/Aug.,reshelving area in 207
A14853040675,Cushing,Texas Aggie,v.103:no.4,Text,,2023:July/Aug.,reshelving area in 207
A14853040877,Cushing,Texas Aggie,v.103:no.5,Text,,2023:Sept./Oct.,reshelving area in 207
A14853040888,Cushing,Texas Aggie,v.103:no.5,Text,,2023:Sept./Oct.,reshelving area in 207
A1485304099A,Cushing,Texas Aggie,v.103:no.6,Text,,2023:Nov./Dec.,reshelving area in 207
A14853040989,Cushing,Texas Aggie,v.103:no.6,Text,,2023:Nov./Dec.,reshelving area in 207
A14853041272,Cushing,Texas Aggie,v.104:no.1,Text,,2024:Jan./Feb.,reshelving area in 207
A14853041283,Cushing,Texas Aggie,v.104:no.1,Text,,2024:Jan./Feb.,reshelving area in 207
,Cushing,Texas Aggie,v.104:no.2,Text,,2024:Mar./Apr.,need. AFS has copy?
A14853041711,Cushing,Texas Aggie,v.104:no.3,Text,,2024:May/June,
A14853041722,Cushing,Texas Aggie,v.104:no.3,Text,,2024 May/June,
,Cushing,Texas Aggie,v.104:no.4,Text,,2024:July/Aug.,need. AFS has copy?